actor_id,actor_login,following
85358,mooli,"42071,65081,124088,150458,1420843,2864000,3879275,5469306,7986200"
85366,salamanders,"455280,803893,3172121"
85367,alide,*
85371,francocatena,*
85372,huddlej,"14330776,8350992,651553,14949788,9452055,1176109,1273758,1739,92435,502635,145425,118982,111252,74571,72291,14498"
85374,jpoon,"11219,14609,22350,26022,87996,88943,124302,207474,249880,494092,526858,666628,711864,813544,852750,875837,1426799,1856066,1880480,2081587,2198905,3344904,3861846,4087345,5353031,5751682,8661347,9456349,40472917"
85388,wpcfan,"1177147,9972195"
85389,phearnot,"47010624,235297,206269"
85394,sampablokuper,
85398,gtarcea,"930976,65632"
85400,inquisitiveSoft,*
85415,paolodoors,4450166
85419,RhysU,"20568,215303,328518,1015304,1044137,3051555,7432899,8869582,20466185"
85422,JoeHorn,"4557,4609,4970,7183,10736,16474,20723,21979,39708,40767,46543,50894,51141,52797,53011,59990,71848,74481,76903,79420,88981,114491,125597,127632,148548,192733,193223,219066,236116,245302,341612,428979,443562,478921,530140,594468,720868,762723,1435763,4302689,5405809"
85424,jacmoe,"29010,1935602,6114118,566016,189796,1857016,47294,323951,649031"
85433,l0st3d,89449
85444,hellosiyan,"7617,64996,77424,103348,170270,184170,239676,301846,373344,487540,506129,536840,567236,578780,587518,762626,855702,1150772,1182092,1275206,1289149,1455726,1612178,1783033,1816446,1839144,1928328,2066621,2302254,2402362,2722412,3050060,3451712,4850119,5001905,5593067,5874498,6777091,9402870,11867568,22746396"
85446,biswanaths,"95,2367,3748,13419,20390,49051,52171,63387,65632,72340,91083,102375,116915,117943,125039,161079,209573,214484,358615,369425,456254,669576,814655,1173315,1297325,3106625,3294705,5160196"
85449,pklaus,"1299,10643,58611,62740,63387,110391,115761,119893,130193,141571,171292,192021,230541,242827,410452,416259,561402,614704,649181,687082,709615,905848,1646122,1749877,1923248,2263150,2852129,3344618,4429621,4663648,8792393,8938753,12953323,15775105,19546361,47387855"
85458,pniederlag,"8358,221870,302123,320916"
85464,tsaarni,*
85466,Jorijn,"6299681,1193078,3462689,626972,560749,66753"
85473,restorer,"83861,1374052,1713462"
85479,hostep,*
85481,lorenzob,*
85483,drot,"4057143,25493161,58669285,72608309"
85487,garyburge,*
85489,bob0the0mighty,"1217477,16979830"
85504,PedroLamas,"8260712,4486714,73028263,47822612,961950,506737,2892853,42221804,4409005,1462282,2892,273244,351693,6677272,24302614,5352840,16904420,56260,39279758,711864,4922457,7847935,1512106,4800035,13505183,11666192,10808715,10835742,1427284,5169960,470455,42462,5776787,475132,451316,6651785,70525,1295224,3540977,4226949,1658896,189547,1378165,3406064,2316824,131485,928378,1235097,1389609,1082030,1042389,427913,338885,303201,177608,83034,69575,47586,19977"
85512,mindfulware,142006
85518,schof,"2687,6399,22470,28540,74861,1075780"
85523,AaronNGray,"10618781,1662808,7797727,6384499,5496681,32849732,6652823,1753397,1012270,10456597,2103670,8861948,19415900,5030798,440498,45735,55057,5609617,137385,19628582,33853899,15426,70274208,1212434,218319,61991,3368530,10446644,6291410,17442021,1411402,20134338,3000285,33107273,129910,5406188,153704,1312873,15522395,5922187,251288,3360832,19243479,131916,1694112,1812093,90512,259374,5721194,17355677,11875,3964207,12629515,636684,18257026,13062557,532414,498293,189835,119184,7832803,1316043,8791107,328365,2028470,4732,2289,1465,5216049,588473,32088,499550,27867026,8563847,139603,574453,846508,10947921,4037538,31410348,18125632,8766396,50130,85749,20271963,16636109,5712795,1110019,574696,144846,1066253,3396686,141571,313317,911174,7458847,778015,4256469,7323134,2482408,110870,1581662,545797,121766,2352090,191061"
85523,AaronNGray,"15449926,10618781,1662808,7797727,6384499,5496681,32849732,6652823,1753397,1012270,10456597,2103670,8861948,19415900,5030798,440498,45735,55057,5609617,137385,19628582,33853899,15426,70274208,1212434,218319,61991,3368530,10446644,6291410,17442021,1411402,20134338,3000285,33107273,129910,5406188,153704,1312873,15522395,5922187,251288,3360832,19243479,131916,1694112,1812093,90512,259374,5721194,17355677,11875,3964207,12629515,636684,18257026,13062557,532414,498293,189835,119184,7832803,1316043,8791107,328365,2028470,4732,2289,1465,5216049,588473,32088,499550,27867026,8563847,139603,574453,846508,10947921,4037538,31410348,18125632,8766396,50130,85749,20271963,16636109,5712795,1110019,574696,144846,1066253,3396686,141571,313317,911174,7458847,778015,4256469,7323134,2482408,110870,1581662,545797,121766,2352090,191061"
85523,AaronNGray,"166207,641771,15449926,10618781,1662808,7797727,6384499,5496681,32849732,6652823,1753397,1012270,10456597,2103670,8861948,19415900,5030798,440498,45735,55057,5609617,137385,19628582,33853899,15426,70274208,1212434,218319,61991,3368530,10446644,6291410,17442021,1411402,20134338,3000285,33107273,129910,5406188,153704,1312873,15522395,5922187,251288,3360832,19243479,131916,1694112,1812093,90512,259374,5721194,17355677,11875,3964207,12629515,636684,18257026,13062557,532414,498293,189835,119184,7832803,1316043,8791107,328365,2028470,4732,2289,1465,5216049,588473,32088,499550,27867026,8563847,139603,574453,846508,10947921,4037538,31410348,18125632,8766396,50130,85749,20271963,16636109,5712795,1110019,574696,144846,1066253,3396686,141571,313317,911174,7458847,778015,4256469,7323134,2482408,110870,1581662,545797,121766,2352090,191061"
85527,choco,"7659,13760,238531,351783,860179,1065521,1096222,2290968,2345928,2453290,3111637,3402603,5926284,6175959,6215387,8359912,9063376,11262741,11462781,20660712,20960561,24757574"
85532,pim,"887,25254,31384,46418,49703,72159,83575,175836,196237,265696,284395,433836,751944,1159931,2060580,3802023,47296642"
85537,marforic,"13314,22350,28797,42082,148324,277852,1277414,1769158,2962687,3974496,7049074,25175068"
85543,daipratt,*
85547,Jawf,"56241,119893,503460,559179,706721,842240,1014558,1918356,2043850,6041178,12861772,17696146,19680758,25335472"
85548,Sicarius,"4408379,5550850,6384734,29695545,32986703,34893583,40424405"
85555,mattwith,"1615,46423,58908,62967,108474,162935,237017,240648,487738,651453,1447565,2165633,3766904"
85566,desandro,"15309,38171,39374,44719,51469,57655,72114,72645,100549,129330,172808,341662,346311,770237,1376461,1664946"
85584,dpnl87,
85585,ukanga,"17936,19543,25943,26405,41004,53783,57921,57929,97589,127282,139627,209913,1005045,1546806,30628328"
85587,temega,"235,1060,1615,4303,13718,110953,111951,207248,239676,474988,528677,563690,629429,925735"
85591,gx,46275
85608,jakoch,"682840,2523113,42695315,2886436,81942,2678995,26864928,3035071,5766837,35402248,41294369,1702572,1315,106511,7785502,155000,6187229,1614009,1334853,31928795,7524683,147050,163582,7519520,344828,3300739,4648169,750007,3297929,1396385,153526,878187,215729,156321,1207071,56241,50894,178939,924196,47400,474217,554685,4701338,428841,529021,50333,898670,2194902,22027226,205760,1351840,4346993,85098,640797,416600,235800,7244399,195277,3268370,37910,480975,48833,213590,572096,6057627,1329113,22016,1505719,1106629,2946214,180401,208074,1260026,143744,79351,245696,2793150,1130906,404610,107614,270445,247691,170560,287816,156839,58714,650537,370948,50088,199149,247397,660654,111333,216080,59036,137775,971308,282408,2236138,77071,154398,507001,70530,238531,58074,66796,43664,479533,46296,146040,177309,41628,37948,16783,741239,3346,14013,25218,26936,25943,30813,33886,72415,77759,97422,88061,95582,95873,99944,109846,154844,183678,197017,208883,190930,300279,25254,88392,4963"
85617,mourdok,"29,497,1088,1381,2173,2546,2840,2892,3009,3357,3373,3390,4196,4429,4483,4838,5689,5742,5755,6305,6641,7910,9125,9582,9612,10135,10652,12109,12194,15730,17261,19240,20810,24498,24667,26328,27479,27600,29527,30062,33053,36626,37345,38114,40149,41300,45380,45870,47848,49432,50656,57394,59545,59893,62857,66689,67905,74739,74883,78422,83444,85014,90427,92594,92816,104391,105126,110953,118211,118348,119893,124772,129551,133031,133327,136521,140806,146980,147582,151929,152948,153745,181635,192614,197939,205275,211019,212058,213604,224397,245275,279875,300791,302108,306380,323113,327925,329591,335567,368335,384156,398893,416209,432211,456791,469308,487433,487669,502105,504752,531906,549428,572799,581734,597599,599454,638797,643089,657645,666708,667194,667753,669728,698939,699443,733559,735376,744411,744556,761958,774398,780194,790082,831732,854514,904420,920492,933397,959521,973334,994718,1029262,1081507,1111504,1165321,1178818,1182932,1198183,1224887,1250387,1263192,1276752,1283154,1292978,1308313,1312546,1356401,1368256,1390442,1424596,1425970,1518713,1608317,1621008,1631477,1640669,1641515,1720200,1735650,1781362,1787454,1923069,1934546,1977418,2068657,2096628,2159447,2198735,2213767,2278558,2352090,2362687,2367311,2397974,2404796,2507232,2523898,2538218,2612362,2652885,2676795,2680980,2684187,2764630,2919137,2990722,2997697,3091067,3184718,3225883,3241867,3292874,3317138,3466341,3480446,3512714,3613182,3661318,3696418,3712347,3853405,3891951,3927228,4017397,4073898,4097751,4452392,4472823,4573607,4574203,4606387,4693439,4729883,4908283,4922988,4940549,4943245,4944507,4991688,5040877,5116175,5289675,5344804,5509937,5513150,5646166,5768479,5789538,5815695,6033762,6306302,6318110,6353852,6509492,6595551,6611023,6685750,6691071,6764693,6854266,6886061,7138497,7255297,7306239,7524150,7611944,7612875,7613919,7725644,8060102,8136693,8236564,8431897,8527304,8592937,8888823,8914139,9112010,9140651,9215614,9215864,9328564,9379282,9454565,9597256,9653181,9682164,9733761,9814456,9888486,10162068,10178776,10199994,10254401,10337030,10455391,10727010,10981458,11050679,11262574,11356237,11703235,12505835,12564014,12599932,12820357,12861560,13108727,13338672,13456109,13960604,13982711,14206359,14909201,14930374,14935595,14945704,15107272,15112415,15269738,15931497,16075726,16657753,16804867,16887793,17170862,17410158,17490097,17503475,17637681,17789481,17804393,17936236,17967677,18074382,18403946,19210643,19551763,19860472,19884429,19970037,20377512,20480453,20648427,21318528,22479576,22527892,22985408,23019389,23228861,23701514,25270393,25567088,25829194,28052179,28241702,29185255,29603024,30201113,31683734,33807569,36120793,38055414,39941993,41968495,43602528,48164231,53233647,58769447"
85630,tmolteno,"969416,1941485"
85632,andrsd,*
85649,cmpitg,"8460,10095,23374,74928,75696,103882,108751,126027,131818,177299,265785,327334,456674,659740,744549,808895,1055960,1094476,1291143,1321968,1449025,1484987,1612511,1947270,2087334,6082341,16771961"
85652,wicknicks,*
85665,chocoby,"3499,3959,7659,8991,10111,10308,10350,10515,11493,12301,15713,18631,19714,25507,26023,29084,31448,39783,43346,50404,59034,72989,73962,87649,90128,91011,94202,98728,99607,101846,106567,111689,115544,163344,193461,203046,214525,219833,238824,246054,251943,294443,315596,341101,443562,473708,520693,572020,630181,638889,748949,781452,910159,1026572,1073376,1206378,1256183,1286807,1409265,1419433,1453298,1720262,1975629,1979779,2100809,4387950,8784712,10546292,19849611"
85679,Spblizard,*
85699,sanbornm,"90,1621,3463,13977,34045,38738,41681,45707,46655,47833,51534,53846,69156,78349,101129,148768,168456,181505,182663,183678,235868,320915,330847,387011,415617,469120,627915,896890,1123322,4701103,5865465,9796621"
85700,warpr,"20660,20878,38788,45438,54449,324519,610330,1056556,1069224,1884854,1898174,5215000,6132171"
85701,kleinmann,"25167,27093,70274,85273,121830,142205,170978,191093,194870,442687,467119,748014,752413,1576399,6224096"
85705,arunchaganty,"87741,278985,279059,279213,279357,774860,8743653"
85708,syamk,719368
85709,edigaryev,"989066,61148,609896,2152812,10776913,127654,21105020,291257,21046,7187402,52778977,4244396,3054729,124872,170281,31669858,28454863,26536408,6482641,2734,4106483,5412322,2229567,3992246,15094669,677476,1746311,1196012,132329,97374"
85714,dixon,"28405,1737686,12505835"
85726,straps,"80,383,1615,3485,13718,15000,18193,25254,28185,35775,40774,45036,50081,52195,52824,53399,59852,70011,71751,79932,86396,89353,116824,117530,132251,133909,202658,292014,372683,483767,499550,550229,679099,1431918,1698144"
85731,bes,"17825,17880,43218,63648,74894,103326,154819,176295,218061,229679,234957,248791,297420,302135,307871,362503,403336,477998,487469,508324,537533,557033,592826,740583,810438,838939,932848,974401,1073265,1123322,1163175,1185677,1304826,1341313,1445228,1544510,1617736,1647415,1993852,2685916,3715984,4209276,4972103,7769424,7842698,7882754,9052031,12121427"
85732,hannobraun,"1254748,3323631,29681384,4590796,3187689,273202,20396,719605,800791,22530103,1637156,581552,529795,1181037,33583294,17380079,1945813,43125,105168,11035569,20517217,5312813,4575123,4380812,12371125,9465678,1474154,1403335,1649228,4290742,139776,5486375,4521138,10770719,175809,4089704,1215953,117777,4605303,1435346,1239874,3321888,15932551,959887,2097964,332036,5018213,276043,3178836,144096,155433,1492191,545689,156674,96054"
90703,smichr,*
90705,mindprint,"25124,47792,154354,999588,14079751"
90712,jrib,"49260,214556,1471991,5920492,11810727,19535497,48201364,50112339,61852410"
90724,kimble,"18310,43951,134985,169999,275651,758803,778749,910295,1288573"
90729,kyagi,"96569,188741,289209,554281,678537,1249571,1308621,2664959,4450141,5743757,7711378,9248427"
90731,zouxifeng,"211446,1014558"
90733,wpoosanguansit,*
90734,taai,"40011,52713,89754,106560,109635,169055,170538,175836,259374,876117,890132,1203091,1644353,3192662,4965387,6905297"
90736,nexor,"104727,274452"
90741,dekimsey,"238452,1062844"
90748,sidsukana,"29081,147728,148874,1459044,1907820,5429489,7995382,10399905,16354062,66763404"
90756,floe,"198446,310861,382535,526214,831282,11758497,12076257,32974317,58693303"
90757,DennisTT,"54067,84526,98472,436229,439020,469196,544140,544941,544942,545408,587151,594452,666420,748913,1008807,1217271,1461890,1917879,2014518,2247829"
90762,rmunn,1
90767,tammo,"1,2,3,10572,25218,39191,39290,93016,101513,120485,141167,207413,238208,341273,349114,565229,751932,1159854,1436535,2269757,2527933,2890619,6631541,6631546"
90779,marcometz,"1090984,9176"
90781,feiyingx,"66577,170270,810438"
90790,rafaelmazza,"46878,80587,793653,846811,1379179,1856436,8471778"
90802,sunesimonsen,"376661,330611,1371503,783639,373545,161375,412468,114871,142361,980485"
90814,jrbing,"1,4,26,152,219,378,1299,2911,3124,7171,10135,11450,20240,21868,25254,27818,35067,41559,42715,45707,47833,49739,54376,58365,58962,173412,213371,358171,408570,613773,655165,675525,993654,1214161,1254848,1444397,1445228,1731714,2058167,2242665,3452150,3694708,3799667,6358735,7212308,8163478,8219012,9272510,10150372,10412605,11049636,12940106,13276058,14958624,18485747,21126854,24225396,28636664,35491827,69813891"
90821,TrueGeek,"138941,6755973,78920674"
90824,mojovski,"266306,1448096,1530431,3621407,3974360,8985495,56091496"
90829,ophelie,"96890,8942633"
90831,kirbysayshi,"1057,3216,4433,5054,7131,8632,16733,18016,18503,23264,25254,36363,40906,51608,57536,71256,80069,83059,107804,125513,126482,129223,138401,140420,153373,157390,158075,158591,170299,183556,187136,187166,195442,211047,228230,279060,283842,296423,296798,332898,341305,342184,366330,395178,404765,408035,442808,450674,464822,468514,498775,502186,504124,542836,544390,578156,583809,621544,675259,712809,715618,736051,799038,829269,829836,863023,864752,868690,911603,925351,946117,1141615,1191069,1288009,1323402,1396801,1525915,1537292,1844554,2582805,2834638,3063405,3377836,3856285,4443267,4649210,5741699,6288931,8295377,9573196"
90834,BerndGabriel,*
90851,palango,*
90853,thanatos,*
90856,boycaught,"4,253,579,1299,2892,3390,3484,3903,4732,4843,5865,6158,13516,14890,18690,18894,21713,25254,28185,31131,32551,36214,37918,39191,39759,39980,45154,45870,46990,56631,58667,60632,66626,66931,83137,84210,85566,101800,103326,110030,119844,124687,129155,137111,142755,148252,161582,170270,173412,175330,180542,211495,216057,218711,232669,265779,270615,284368,341305,354485,358171,372683,392624,393660,394382,441117,460469,471468,481677,532272,563460,563690,574713,584009,606771,629429,633012,648684,741068,743905,969743,1109300,1250826,1279609,1299233,1306644,1403999,1686843,2281088,2398264,3076393,3875145,4046811,5877145,6508763,6570750,6673982,8799955,10067728,13708160,13928803,14251570,16489082,21250813,25737058,26319203,28510687,29872822,39590828,39612290,40131347,41383089,45101275,48634525,49599193"
